#SampleID	origin_id	id	well	concentration	rain_event	Env	soil_history	SourceSink	soil_layer	soil_event	sample_type	experiment_day	manure_and_control_soil	Proportion_manure	Proportion_SD_manure	Proportion_Nt	Proportion_SD_Nt	Proportion_Unknown	Proportion_SD_Unknown	Proportion_This_Env	Proportion_SD_This_Env
S_388	A381MaCpS1B_S143_L001_MINLEN-MAXLEN.q25_fixlized.fa	A381MaCpS1B	D11	3.7572	x	soil	Cp	sink	B	S1	sc_samples	24	no	0.5585	0.00494974746830584	0	0	0.4415	0.00494974746830584	NA	NA
S_389	A382MaCpS1B_S144_L001_MINLEN-MAXLEN.q25_fixlized.fa	A382MaCpS1B	D12	4.7066	x	soil	Cp	sink	B	S1	sc_samples	24	no	0.502	0.0113137084989848	0	0	0.498	0.0113137084989848	NA	NA
S_39	A032MaCpR1_S328_L001_MINLEN-MAXLEN.q25_fixlized.fa	A032MaCpR1	D4	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.409	0.0169705627484771	0.0235	0.00353553390593274	0.5675	0.0134350288425443	NA	NA
S_390	A383MaCpS1T_S155_L001_MINLEN-MAXLEN.q25_fixlized.fa	A383MaCpS1T	E11	10	x	soil	Cp	sink	T	S1	sc_samples	24	no	0.462	0.0014142135623731	0	0	0.538	0.0014142135623731	NA	NA
S_391	A384MaCpS1T_S156_L001_MINLEN-MAXLEN.q25_fixlized.fa	A384MaCpS1T	E12	8.888	x	soil	Cp	sink	T	S1	sc_samples	24	no	0.4035	0.00212132034355964	0	0	0.5965	0.00212132034355964	NA	NA
S_392	A385MaCpS1B_S167_L001_MINLEN-MAXLEN.q25_fixlized.fa	A385MaCpS1B	F11	3.3936	x	soil	Cp	sink	B	S1	sc_samples	24	no	0.499	0.00989949493661167	0	0	0.501	0.00989949493661167	NA	NA
S_393	A386MaCpS1B_S168_L001_MINLEN-MAXLEN.q25_fixlized.fa	A386MaCpS1B	F12	2.2624	x	soil	Cp	sink	B	S1	sc_samples	24	no	0.411	0.00424264068711929	0	0	0.589	0.00424264068711929	NA	NA
S_394	A387MaCpS1T_S179_L001_MINLEN-MAXLEN.q25_fixlized.fa	A387MaCpS1T	G11	10	x	soil	Cp	sink	T	S1	sc_samples	24	no	0.449	0.00424264068711929	0	0	0.551	0.00424264068711929	NA	NA
S_395	A388MaCpS1T_S180_L001_MINLEN-MAXLEN.q25_fixlized.fa	A388MaCpS1T	G12	1.1312	x	soil	Cp	sink	T	S1	sc_samples	24	no	0.485	0.00424264068711929	0	0	0.515	0.00424264068711929	NA	NA
S_396	A389MaCpS1B_S251_L001_MINLEN-MAXLEN.q25_fixlized.fa	A389MaCpS1B	E11	4.7672	x	soil	Cp	sink	B	S1	sc_samples	24	no	0.4645	0.00494974746830584	0	0	0.5355	0.00494974746830584	NA	NA
S_397	A390MaCpS1B_S252_L001_MINLEN-MAXLEN.q25_fixlized.fa	A390MaCpS1B	E12	1.212	x	soil	Cp	sink	B	S1	sc_samples	24	no	0.418	0.00565685424949239	0	0	0.582	0.00565685424949239	NA	NA
S_398	A391CoNtS2T_S193_L001_MINLEN-MAXLEN.q25_fixlized.fa	A391CoNtS2T	A1	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes	0.4285	0.00777817459305203	0	0	0.5715	0.00777817459305203	NA	NA
S_399	A392CoNtS2T_S194_L001_MINLEN-MAXLEN.q25_fixlized.fa	A392CoNtS2T	A2	1.4847	x	soil	Nt	sink	T	S2	sc_samples	59	yes	0.389	0.014142135623731	0.0235	0.00212132034355964	0.5875	0.0162634559672906	NA	NA
S_40	A033MaCpR1_S329_L001_MINLEN-MAXLEN.q25_fixlized.fa	A033MaCpR1	D5	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.411	0.0311126983722081	0.0055	0.00777817459305202	0.5835	0.0233345237791561	NA	NA
S_400	A393CoNtS2B_S205_L001_MINLEN-MAXLEN.q25_fixlized.fa	A393CoNtS2B	B1	2.7573	x	soil	Nt	sink	B	S2	sc_samples	59	yes	0.5795	0.0162634559672905	0.008	0.0113137084989848	0.4125	0.00494974746830588	NA	NA
S_401	A394CoNtS2B_S206_L001_MINLEN-MAXLEN.q25_fixlized.fa	A394CoNtS2B	B2	3.6865	x	soil	Nt	sink	B	S2	sc_samples	59	yes	0.639	0	0	0	0.361	0	NA	NA
S_402	A395CoNtS2T_S217_L001_MINLEN-MAXLEN.q25_fixlized.fa	A395CoNtS2T	C1	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes	0.4265	0.00494974746830584	0.0205	0.00212132034355964	0.553	0.00707106781186548	NA	NA
S_403	A396CoNtS2T_S218_L001_MINLEN-MAXLEN.q25_fixlized.fa	A396CoNtS2T	C2	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes	0.451	0.00424264068711929	0.045	0.00565685424949238	0.504	0.00989949493661167	NA	NA
S_404	A397CoNtS2B_S229_L001_MINLEN-MAXLEN.q25_fixlized.fa	A397CoNtS2B	D1	4.5551	x	soil	Nt	sink	B	S2	sc_samples	59	yes	0.514	0.00282842712474619	0	0	0.486	0.00282842712474619	NA	NA
S_405	A398CoNtS2B_S230_L001_MINLEN-MAXLEN.q25_fixlized.fa	A398CoNtS2B	D2	4.9389	x	soil	Nt	sink	B	S2	sc_samples	59	yes	0.5615	0.00777817459305195	0	0	0.4385	0.00777817459305203	NA	NA
S_406	A399CoNtS2T_S241_L001_MINLEN-MAXLEN.q25_fixlized.fa	A399CoNtS2T	E1	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes	0.5395	0.00636396103067893	0.019	0.00989949493661166	0.4415	0.00353553390593274	NA	NA
S_407	A400CoNtS2T_S242_L001_MINLEN-MAXLEN.q25_fixlized.fa	A400CoNtS2T	E2	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes	0.5395	0.00212132034355964	0	0	0.4605	0.00212132034355964	NA	NA
S_408	A401CoNtS2B_S253_L001_MINLEN-MAXLEN.q25_fixlized.fa	A401CoNtS2B	F1	6.3731	x	soil	Nt	sink	B	S2	sc_samples	59	yes	0.52	0.0014142135623731	0	0	0.48	0.0014142135623731	NA	NA
S_409	A402CoNtS2B_S254_L001_MINLEN-MAXLEN.q25_fixlized.fa	A402CoNtS2B	F2	5.5651	x	soil	Nt	sink	B	S2	sc_samples	59	yes	0.535	0	0	0	0.465	0	NA	NA
S_41	A034MaCpR1_S330_L001_MINLEN-MAXLEN.q25_fixlized.fa	A034MaCpR1	D6	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.4415	0.0176776695296637	0	0	0.5585	0.0176776695296636	NA	NA
S_410	A403CoCpS2T_S265_L001_MINLEN-MAXLEN.q25_fixlized.fa	A403CoCpS2T	G1	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes	0.466	0	0.021	0.00282842712474619	0.513	0.00282842712474619	NA	NA
S_411	A404CoCpS2T_S266_L001_MINLEN-MAXLEN.q25_fixlized.fa	A404CoCpS2T	G2	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes	0.4585	0.000707106781186548	0.0065	0.00919238815542512	0.535	0.00989949493661167	NA	NA
S_412	A405CoCpS2B_S277_L001_MINLEN-MAXLEN.q25_fixlized.fa	A405CoCpS2B	H1	10	x	soil	Cp	sink	B	S2	sc_samples	59	yes	0.566585979297823	0.0273939945326485	0.0617433023002402	0.022257596898378	0.371670718401937	0.00513639763427043	NA	NA
S_413	A406CoCpS2B_S278_L001_MINLEN-MAXLEN.q25_fixlized.fa	A406CoCpS2B	H2	8.3527	x	soil	Cp	sink	B	S2	sc_samples	59	yes	0.35	0.0707106781186548	0	0	0.65	0.0707106781186547	NA	NA
S_414	A407CoCpS2T_S195_L001_MINLEN-MAXLEN.q25_fixlized.fa	A407CoCpS2T	A3	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes	0.5595	0.00212132034355964	0.0205	0.000707106781186548	0.42	0.0014142135623731	NA	NA
S_415	A408CoCpS2T_S196_L001_MINLEN-MAXLEN.q25_fixlized.fa	A408CoCpS2T	A4	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes	0.534	0.014142135623731	0	0	0.466	0.0141421356237309	NA	NA
S_416	A409CoCpS2B_S207_L001_MINLEN-MAXLEN.q25_fixlized.fa	A409CoCpS2B	B3	5.2217	x	soil	Cp	sink	B	S2	sc_samples	59	yes	0.6935	0.000707106781186548	0	0	0.3065	0.000707106781186548	NA	NA
S_417	A410CoCpS2B_S208_L001_MINLEN-MAXLEN.q25_fixlized.fa	A410CoCpS2B	B4	5.4439	x	soil	Cp	sink	B	S2	sc_samples	59	yes	0.6765625	0.0154679608384557	0	0	0.3234375	0.0154679608384557	NA	NA
S_418	A411CoCpS2T_S219_L001_MINLEN-MAXLEN.q25_fixlized.fa	A411CoCpS2T	C3	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes	0.478	0.00848528137423858	0.0295	0.00636396103067893	0.4925	0.0148492424049175	NA	NA
S_419	A412CoCpS2T_S220_L001_MINLEN-MAXLEN.q25_fixlized.fa	A412CoCpS2T	C4	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes	0.5025	0.00777817459305203	0.0125	0.00494974746830583	0.485	0.00282842712474619	NA	NA
S_42	A035CoNtR2_S340_L001_MINLEN-MAXLEN.q25_fixlized.fa	A035CoNtR2	E4	4.5955	R2	water	Nt	sink	x	x	sc_samples	24	no	0.0455	0.0120208152801713	0.171	0.0183847763108502	0.7835	0.00636396103067893	NA	NA
S_420	A413CoCpS2B_S231_L001_MINLEN-MAXLEN.q25_fixlized.fa	A413CoCpS2B	D3	6.3125	x	soil	Cp	sink	B	S2	sc_samples	59	yes	0.6482255	0.00738106342473763	0.01670145	0.0059048365976545	0.33507305	0.00147622682708313	NA	NA
S_421	A414CoCpS2B_S232_L001_MINLEN-MAXLEN.q25_fixlized.fa	A414CoCpS2B	D4	6.4539	x	soil	Cp	sink	B	S2	sc_samples	59	yes	0.605	0.00424264068711929	0	0	0.395	0.00424264068711929	NA	NA
S_422	A415MaNtS2T_S243_L001_MINLEN-MAXLEN.q25_fixlized.fa	A415MaNtS2T	E3	10	x	soil	Nt	sink	T	S2	sc_samples	59	no	0.465	0.00282842712474619	0.0015	0.00212132034355964	0.5335	0.000707106781186548	NA	NA
S_423	A416MaNtS2T_S244_L001_MINLEN-MAXLEN.q25_fixlized.fa	A416MaNtS2T	E4	10	x	soil	Nt	sink	T	S2	sc_samples	59	no	0.43	0.0014142135623731	0	0	0.57	0.0014142135623731	NA	NA
S_424	A417MaNtS2B_S255_L001_MINLEN-MAXLEN.q25_fixlized.fa	A417MaNtS2B	F3	3.4037	x	soil	Nt	sink	B	S2	sc_samples	59	no	0.6415	0.00353553390593274	0	0	0.3585	0.00353553390593274	NA	NA
S_425	A418MaNtS2B_S256_L001_MINLEN-MAXLEN.q25_fixlized.fa	A418MaNtS2B	F4	2.8987	x	soil	Nt	sink	B	S2	sc_samples	59	no	0.636	0.00565685424949239	0	0	0.364	0.00565685424949239	NA	NA
S_426	A419MaNtS2T_S267_L001_MINLEN-MAXLEN.q25_fixlized.fa	A419MaNtS2T	G3	10	x	soil	Nt	sink	T	S2	sc_samples	59	no	0.498	0.00282842712474619	0	0	0.502	0.00282842712474619	NA	NA
S_427	A420MaNtS2T_S268_L001_MINLEN-MAXLEN.q25_fixlized.fa	A420MaNtS2T	G4	10	x	soil	Nt	sink	T	S2	sc_samples	59	no	0.5015	0.000707106781186548	0	0	0.4985	0.000707106781186548	NA	NA
S_428	A421MaNtS2B_S279_L001_MINLEN-MAXLEN.q25_fixlized.fa	A421MaNtS2B	H3	6.2923	x	soil	Nt	sink	B	S2	sc_samples	59	no	0.613	0.00707106781186548	0	0	0.387	0.00707106781186548	NA	NA
S_429	A422MaNtS2B_S280_L001_MINLEN-MAXLEN.q25_fixlized.fa	A422MaNtS2B	H4	1.4343	x	soil	Nt	sink	B	S2	sc_samples	59	no	0.578	0.00989949493661167	0	0	0.422	0.00989949493661167	NA	NA
S_43	A036CoNtR2_S341_L001_MINLEN-MAXLEN.q25_fixlized.fa	A036CoNtR2	E5	6.7367	R2	water	Nt	sink	x	x	sc_samples	24	no	0.103	0.00565685424949237	0.153	0.00565685424949239	0.744	0	NA	NA
S_430	A423MaCpS2T_S197_L001_MINLEN-MAXLEN.q25_fixlized.fa	A423MaCpS2T	A5	10	x	soil	Cp	sink	T	S2	sc_samples	59	no	0.3485	0.00212132034355964	5e-04	0.000707106781186548	0.651	0.0014142135623731	NA	NA
S_431	A424MaCpS2T_S198_L001_MINLEN-MAXLEN.q25_fixlized.fa	A424MaCpS2T	A6	10	x	soil	Cp	sink	T	S2	sc_samples	59	no	0.4205	0.00636396103067893	0	0	0.5795	0.00636396103067893	NA	NA
S_432	A425MaCpS2B_S209_L001_MINLEN-MAXLEN.q25_fixlized.fa	A425MaCpS2B	B5	3.7269	x	soil	Cp	sink	B	S2	sc_samples	59	no	0.5855	0.00353553390593274	0	0	0.4145	0.00353553390593274	NA	NA
S_433	A426MaCpS2B_S210_L001_MINLEN-MAXLEN.q25_fixlized.fa	A426MaCpS2B	B6	2.6563	x	soil	Cp	sink	B	S2	sc_samples	59	no	0.5155	0.000707106781186548	0.002	0.0014142135623731	0.4825	0.000707106781186548	NA	NA
S_434	A427MaCpS2T_S221_L001_MINLEN-MAXLEN.q25_fixlized.fa	A427MaCpS2T	C5	10	x	soil	Cp	sink	T	S2	sc_samples	59	no	0.475	0.00565685424949239	0.0135	0.000707106781186548	0.5115	0.00636396103067893	NA	NA
S_435	A428MaCpS2T_S222_L001_MINLEN-MAXLEN.q25_fixlized.fa	A428MaCpS2T	C6	10	x	soil	Cp	sink	T	S2	sc_samples	59	no	0.4335	0.00494974746830584	0.004	0.00565685424949238	0.5625	0.00070710678118647	NA	NA
S_436	A429MaCpS2B_S233_L001_MINLEN-MAXLEN.q25_fixlized.fa	A429MaCpS2B	D5	1.3029	x	soil	Cp	sink	B	S2	sc_samples	59	no	0.5935	0.00777817459305203	0	0	0.4065	0.00777817459305199	NA	NA
S_437	A430MaCpS2B_S234_L001_MINLEN-MAXLEN.q25_fixlized.fa	A430MaCpS2B	D6	1.2423	x	soil	Cp	sink	B	S2	sc_samples	59	no	0.5405	0.000707106781186548	0	0	0.4595	0.000707106781186548	NA	NA
S_438	A431MaCpS2T_S245_L001_MINLEN-MAXLEN.q25_fixlized.fa	A431MaCpS2T	E5	10	x	soil	Cp	sink	T	S2	sc_samples	59	no	0.45	0.00424264068711929	0	0	0.55	0.00424264068711929	NA	NA
S_439	A432MaCpS2T_S246_L001_MINLEN-MAXLEN.q25_fixlized.fa	A432MaCpS2T	E6	10	x	soil	Cp	sink	T	S2	sc_samples	59	no	0.227	0.00424264068711929	0	0	0.773	0.00424264068711929	NA	NA
S_44	A037CoNtR2_S342_L001_MINLEN-MAXLEN.q25_fixlized.fa	A037CoNtR2	E6	1.1413	R2	water	Nt	sink	x	x	sc_samples	24	no	0.0705	0.00919238815542512	0.1945	0.00636396103067893	0.735	0.00282842712474619	NA	NA
S_440	A433MaCpS2B_S257_L001_MINLEN-MAXLEN.q25_fixlized.fa	A433MaCpS2B	F5	1.8887	x	soil	Cp	sink	B	S2	sc_samples	59	no	0.478	0	0	0	0.522	0	NA	NA
S_441	A434MaCpS2B_S258_L001_MINLEN-MAXLEN.q25_fixlized.fa	A434MaCpS2B	F6	2.3937	x	soil	Cp	sink	B	S2	sc_samples	59	no	0.5255	0.00494974746830584	0	0	0.4745	0.00494974746830584	NA	NA
S_442	A435CoNtS3T_S269_L001_MINLEN-MAXLEN.q25_fixlized.fa	A435CoNtS3T	G5	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes	0.476	0.0014142135623731	0.012	0	0.512	0.0014142135623731	NA	NA
S_443	A436CoNtS3T_S270_L001_MINLEN-MAXLEN.q25_fixlized.fa	A436CoNtS3T	G6	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes	0.451	0.0240416305603426	0.0345	0.0120208152801713	0.5145	0.0120208152801713	NA	NA
S_444	A437CoNtS3B_S281_L001_MINLEN-MAXLEN.q25_fixlized.fa	A437CoNtS3B	H5	5.2217	x	soil	Nt	sink	B	S3	sc_samples	108	yes	0.63774105	0.0116876972755543	0.0626722	0.00292190664121905	0.29958675	0.00876579063433526	NA	NA
S_445	A438CoNtS3B_S282_L001_MINLEN-MAXLEN.q25_fixlized.fa	A438CoNtS3B	H6	6.3731	x	soil	Nt	sink	B	S3	sc_samples	108	yes	0.5255	0.00919238815542513	0	0	0.4745	0.00919238815542509	NA	NA
S_446	A439CoNtS3T_S199_L001_MINLEN-MAXLEN.q25_fixlized.fa	A439CoNtS3T	A7	9.7667	x	soil	Nt	sink	T	S3	sc_samples	108	yes	0.5035	0.00636396103067893	0.0245	0.00919238815542512	0.472	0.00282842712474619	NA	NA
S_447	A440CoNtS3T_S200_L001_MINLEN-MAXLEN.q25_fixlized.fa	A440CoNtS3T	A8	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes	0.5735	0.00919238815542513	0.0385	0.0162634559672906	0.388	0.00707106781186548	NA	NA
S_448	A441CoNtS3B_S211_L001_MINLEN-MAXLEN.q25_fixlized.fa	A441CoNtS3B	B7	5.5247	x	soil	Nt	sink	B	S3	sc_samples	108	yes	0.5525	0.0106066017177982	0.0125	0.0176776695296637	0.435	0.00707106781186548	NA	NA
S_449	A442CoNtS3B_S212_L001_MINLEN-MAXLEN.q25_fixlized.fa	A442CoNtS3B	B8	3.5855	x	soil	Nt	sink	B	S3	sc_samples	108	yes	0.5305	0.00636396103067893	0	0	0.4695	0.00636396103067889	NA	NA
S_45	A038CoNtR2_S352_L001_MINLEN-MAXLEN.q25_fixlized.fa	A038CoNtR2	F4	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.329	0.00707106781186548	0	0	0.671	0.00707106781186548	NA	NA
S_450	A443CoNtS3T_S223_L001_MINLEN-MAXLEN.q25_fixlized.fa	A443CoNtS3T	C7	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes	0.5535	0.0148492424049175	0.029	0.00565685424949238	0.4175	0.00919238815542509	NA	NA
S_451	A444CoNtS3T_S224_L001_MINLEN-MAXLEN.q25_fixlized.fa	A444CoNtS3T	C8	5.9893	x	soil	Nt	sink	T	S3	sc_samples	108	yes	0.547	0.0212132034355964	0.034	0.00565685424949238	0.419	0.0155563491861041	NA	NA
S_452	A445CoNtS3B_S235_L001_MINLEN-MAXLEN.q25_fixlized.fa	A445CoNtS3B	D7	2.9795	x	soil	Nt	sink	B	S3	sc_samples	108	yes	0.5275	0.00353553390593274	0	0	0.4725	0.00353553390593274	NA	NA
S_453	A446CoNtS3B_S236_L001_MINLEN-MAXLEN.q25_fixlized.fa	A446CoNtS3B	D8	6.8377	x	soil	Nt	sink	B	S3	sc_samples	108	yes	0.552	0.00565685424949239	0	0	0.448	0.00565685424949239	NA	NA
S_454	A447CoCpS3T_S247_L001_MINLEN-MAXLEN.q25_fixlized.fa	A447CoCpS3T	E7	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes	0.547	0.00565685424949239	0.032	0.00565685424949238	0.421	0.0113137084989848	NA	NA
S_455	A448CoCpS3T_S248_L001_MINLEN-MAXLEN.q25_fixlized.fa	A448CoCpS3T	E8	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes	0.5625	0.00636396103067893	0.0085	0.00353553390593274	0.429	0.00282842712474615	NA	NA
S_456	A449CoCpS3B_S259_L001_MINLEN-MAXLEN.q25_fixlized.fa	A449CoCpS3B	F7	2.4543	x	soil	Cp	sink	B	S3	sc_samples	108	yes	0.6175	0.000707106781186548	0	0	0.3825	0.000707106781186548	NA	NA
S_457	A450CoCpS3B_S260_L001_MINLEN-MAXLEN.q25_fixlized.fa	A450CoCpS3B	F8	3.8279	x	soil	Cp	sink	B	S3	sc_samples	108	yes	0.6755	0.00636396103067893	0	0	0.3245	0.00636396103067893	NA	NA
S_458	A451CoCpS3T_S271_L001_MINLEN-MAXLEN.q25_fixlized.fa	A451CoCpS3T	G7	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes	0.508	0.00707106781186548	0.057	0.0113137084989848	0.435	0.00424264068711929	NA	NA
S_459	A452CoCpS3T_S272_L001_MINLEN-MAXLEN.q25_fixlized.fa	A452CoCpS3T	G8	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes	0.489	0.00848528137423858	0.041	0.00424264068711928	0.47	0.00424264068711925	NA	NA
S_46	A039CoNtR2_S353_L001_MINLEN-MAXLEN.q25_fixlized.fa	A039CoNtR2	F5	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.3545	0.00777817459305203	0.001	0.0014142135623731	0.6445	0.00636396103067893	NA	NA
S_460	A453CoCpS3B_S283_L001_MINLEN-MAXLEN.q25_fixlized.fa	A453CoCpS3B	H7	7.1811	x	soil	Cp	sink	B	S3	sc_samples	108	yes	0.6666667	0	0	0	0.3333333	0	NA	NA
S_461	A454CoCpS3B_S284_L001_MINLEN-MAXLEN.q25_fixlized.fa	A454CoCpS3B	H8	7.6053	x	soil	Cp	sink	B	S3	sc_samples	108	yes	0.4310345	0.0243830217142995	0.2586207	0.0731489237215422	0.3103448	0.0975319454358417	NA	NA
S_462	A455CoCpS3T_S201_L001_MINLEN-MAXLEN.q25_fixlized.fa	A455CoCpS3T	A9	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes	0.553	0.00282842712474619	0.028	0.00707106781186548	0.419	0.00989949493661167	NA	NA
S_463	A456CoCpS3T_S202_L001_MINLEN-MAXLEN.q25_fixlized.fa	A456CoCpS3T	A10	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes	0.5895	0.00636396103067893	0.0165	0.000707106781186548	0.394	0.00565685424949239	NA	NA
S_464	A457CoCpS3B_S213_L001_MINLEN-MAXLEN.q25_fixlized.fa	A457CoCpS3B	B9	6.2721	x	soil	Cp	sink	B	S3	sc_samples	108	yes	0.6285	0.00212132034355964	0.0315	0.00494974746830583	0.34	0.00282842712474619	NA	NA
S_465	A458CoCpS3B_S214_L001_MINLEN-MAXLEN.q25_fixlized.fa	A458CoCpS3B	B10	5.5247	x	soil	Cp	sink	B	S3	sc_samples	108	yes	0.6365	0.000707106781186548	0	0	0.3635	0.000707106781186548	NA	NA
S_466	A459MaNtS3T_S225_L001_MINLEN-MAXLEN.q25_fixlized.fa	A459MaNtS3T	C9	10	x	soil	Nt	sink	T	S3	sc_samples	108	no	0.162	0.0183847763108502	0.0275	0.000707106781186548	0.8105	0.0176776695296636	NA	NA
S_467	A460MaNtS3T_S226_L001_MINLEN-MAXLEN.q25_fixlized.fa	A460MaNtS3T	C10	10	x	soil	Nt	sink	T	S3	sc_samples	108	no	0.1125	0.000707106781186548	0.029	0.00141421356237309	0.8585	0.00212132034355964	NA	NA
S_468	A461MaNtS3B_S237_L001_MINLEN-MAXLEN.q25_fixlized.fa	A461MaNtS3B	D9	1.5555	x	soil	Nt	sink	B	S3	sc_samples	108	no	0.6025	0.00494974746830584	0	0	0.3975	0.00494974746830584	NA	NA
S_469	A462MaNtS3B_S238_L001_MINLEN-MAXLEN.q25_fixlized.fa	A462MaNtS3B	D10	2.0301	x	soil	Nt	sink	B	S3	sc_samples	108	no	0.6265	0.00212132034355964	0	0	0.3735	0.00212132034355964	NA	NA
S_47	A040CoNtR2_S354_L001_MINLEN-MAXLEN.q25_fixlized.fa	A040CoNtR2	F6	5.9287	R2	water	Nt	sink	x	x	sc_samples	24	no	0.382	0.00282842712474619	0	0	0.618	0.00282842712474619	NA	NA
S_470	A463MaNtS3T_S249_L001_MINLEN-MAXLEN.q25_fixlized.fa	A463MaNtS3T	E9	10	x	soil	Nt	sink	T	S3	sc_samples	108	no	0.2365	0.00494974746830582	0.0135	0.000707106781186548	0.75	0.00424264068711929	NA	NA
S_471	A464MaNtS3T_S250_L001_MINLEN-MAXLEN.q25_fixlized.fa	A464MaNtS3T	E10	10	x	soil	Nt	sink	T	S3	sc_samples	108	no	0.2775	0.0106066017177982	0	0	0.7225	0.0106066017177982	NA	NA
S_472	A465MaNtS3B_S261_L001_MINLEN-MAXLEN.q25_fixlized.fa	A465MaNtS3B	F9	2.7169	x	soil	Nt	sink	B	S3	sc_samples	108	no	0.5405	0.00636396103067893	0	0	0.4595	0.00636396103067893	NA	NA
S_473	A466MaNtS3B_S262_L001_MINLEN-MAXLEN.q25_fixlized.fa	A466MaNtS3B	F10	1.4343	x	soil	Nt	sink	B	S3	sc_samples	108	no	0.5475	0.00636396103067893	0.012	0	0.4405	0.00636396103067893	NA	NA
S_474	A467MaCpS3T_S273_L001_MINLEN-MAXLEN.q25_fixlized.fa	A467MaCpS3T	G9	10	x	soil	Cp	sink	T	S3	sc_samples	108	no	0.3055	0.000707106781186548	0.014	0.0014142135623731	0.6805	0.00212132034355964	NA	NA
S_475	A468MaCpS3T_S274_L001_MINLEN-MAXLEN.q25_fixlized.fa	A468MaCpS3T	G10	10	x	soil	Cp	sink	T	S3	sc_samples	108	no	0.2515	0.00777817459305203	0.03	0.00141421356237309	0.7185	0.00919238815542513	NA	NA
S_476	A469MaCpS3B_S285_L001_MINLEN-MAXLEN.q25_fixlized.fa	A469MaCpS3B	H9	6.2115	x	soil	Cp	sink	B	S3	sc_samples	108	no	0.475	0.00282842712474619	0	0	0.525	0.00282842712474619	NA	NA
S_477	A470MaCpS3B_S286_L001_MINLEN-MAXLEN.q25_fixlized.fa	A470MaCpS3B	H10	10	x	soil	Cp	sink	B	S3	sc_samples	108	no	0.478	0.00282842712474619	0	0	0.522	0.00282842712474619	NA	NA
S_478	A471MaCpS3T_S203_L001_MINLEN-MAXLEN.q25_fixlized.fa	A471MaCpS3T	A11	10	x	soil	Cp	sink	T	S3	sc_samples	108	no	0.127	0.0113137084989848	0.053	0.00282842712474619	0.82	0.00848528137423858	NA	NA
S_479	A472MaCpS3T_S204_L001_MINLEN-MAXLEN.q25_fixlized.fa	A472MaCpS3T	A12	10	x	soil	Cp	sink	T	S3	sc_samples	108	no	0.0895	0.00494974746830584	0.057	0.00424264068711928	0.8535	0.00919238815542513	NA	NA
S_48	A041CoNtR2_S364_L001_MINLEN-MAXLEN.q25_fixlized.fa	A041CoNtR2	G4	4.1107	R2	water	Nt	sink	x	x	sc_samples	24	no	0	0	0.288	0.00707106781186548	0.712	0.00707106781186548	NA	NA
S_480	A473MaCpS3-2_S216_L001_MINLEN-MAXLEN.q25_fixlized.fa	A474MaCpS3B	B11	0.8989	x	soil	Cp	sink	B	S3	sc_samples	108	no	0.6565	0.00353553390593274	0.01	0.00424264068711928	0.3335	0.000707106781186548	NA	NA
S_481	A473MaCpS3B_S215_L001_MINLEN-MAXLEN.q25_fixlized.fa	A473MaCpS3B	B12	0.49591	x	soil	Cp	sink	B	S3	sc_samples	108	no	0.515	0.0127279220613579	0	0	0.485	0.0127279220613579	NA	NA
S_482	A475MaCpS3T_S227_L001_MINLEN-MAXLEN.q25_fixlized.fa	A475MaCpS3T	C11	10	x	soil	Cp	sink	T	S3	sc_samples	108	no	0.209	0.00848528137423856	0.019	0.0014142135623731	0.772	0.00707106781186548	NA	NA
S_483	A476MaCpS3T_S228_L001_MINLEN-MAXLEN.q25_fixlized.fa	A476MaCpS3T	C12	10	x	soil	Cp	sink	T	S3	sc_samples	108	no	0.124	0.0014142135623731	0.02	0.0014142135623731	0.856	0	NA	NA
S_484	A477MaCpS3B_S239_L001_MINLEN-MAXLEN.q25_fixlized.fa	A477MaCpS3B	D11	0.8383	x	soil	Cp	sink	B	S3	sc_samples	108	no	0.637	0.00848528137423858	0	0	0.363	0.00848528137423858	NA	NA
