id	project	name	bps	sequences	biome	feature	material	enviroment&nbsp;package	sequencing&nbsp;type	location	avg&nbsp;seq&nbsp;length		select
4554155.3	Arctic soil rerun	Mediumshallow	18448007	42906	tundra biome	tundra	soil	soil	WGS	Arctic	429.963	public	
4554156.3	Arctic soil rerun	Olddeep	3495282	7768	tundra biome	tundra	soil	soil	WGS	Arctic	449.959	public	
4554157.3	Arctic soil rerun	Oldshallow	8426038	18886	tundra biome	tundra	soil	soil	WGS	Arctic	446.153	public	
4554158.3	Arctic soil rerun	Youngdeep	4968442	11189	tundra biome	tundra	soil	soil	WGS	Arctic	444.047	public	
4554159.3	Arctic soil rerun	Youngshallow	17641045	41370	tundra biome	tundra	soil	soil	WGS	Arctic	426.421	public	
4554763.3	Flooded, homogenised soil.	C1_mergedAndTrimmedFwd	354169178	1545693	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	229.133	public	
4554764.3	Flooded, homogenised soil.	C2_mergedAndTrimmedFwd	122777427	539732	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	227.479	public	
4554765.3	Flooded, homogenised soil.	C5_mergedAndTrimmedFwd	167051257	725710	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	230.190	public	
4554766.3	Flooded, homogenised soil.	S1_mergedAndTrimmedFwd	91785247	373154	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	245.971	public	
4554767.3	Flooded, homogenised soil.	S2_mergedAndTrimmedFwd	525270127	2378586	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	220.833	public	
4554768.3	Flooded, homogenised soil.	S5_mergedAndTrimmedFwd	193529566	808005	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	239.515	public	
4554769.3	Flooded, homogenised soil.	T1_mergedAndTrimmedFwd	69247462	265430	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	260.888	public	
4554770.3	Flooded, homogenised soil.	T2_mergedAndTrimmedFwd	244107381	1035089	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	235.832	public	
4554771.3	Flooded, homogenised soil.	T5_mergedAndTrimmedFwd	165543972	698585	Temperate grassland biome	Pasture	Soil	soil	WGS	Wiltshire	236.970	public	
4554870.3	Kopalnia_LukaszD	Kowary	9333365753	58205849	aquatic biome	mine	microbial mat material	microbial mat|biofilm	WGS	Kowary, Poland	160.351	public	
4554871.3	Kopalnia_LukaszD	ZlotyStok	4759175172	30549156	aquatic biome	gold mine	microbial mat material	microbial mat|biofilm	WGS	Zloty Stok, Poland	155.787	public	
4555594.3	Kelley_Lab_Viral_Metagenomes	F1FH811302012_AGTTCC_L008_joined	284793660	1748765	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	162.854	public	
4555595.3	Kelley_Lab_Viral_Metagenomes	F1MH211302012_CGATGT_L008_joined	1512569305	9358588	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	161.624	public	
4555596.3	Kelley_Lab_Viral_Metagenomes	F3FH412052012_GCCAAT_L008_joined	478710451	2940357	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	162.807	public	
4555597.3	Kelley_Lab_Viral_Metagenomes	F3FH711302012_TGACCA_L008_joined	444030420	2738658	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	162.134	public	
4555598.3	Kelley_Lab_Viral_Metagenomes	F3MH412052012_CTTGTA_L008_joined	1130128185	7132747	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	158.442	public	
4555599.3	Kelley_Lab_Viral_Metagenomes	F3MH611302012_CAGATC_L008_joined	572199746	3589843	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	159.394	public	
4555600.3	Kelley_Lab_Viral_Metagenomes	F3MH811302012_AGTCAA_L008_joined	714029673	4462555	terrestrial biome	fomite	anthropogenic environmental material	miscellaneous	WGS	San Diego State University	160.005	public	
4555634.3	R1-2032005	R1-2032005-Reads-Rndm-1	322920911	2032005	terrestrial biome	microbial feature	anaerobic digester sludge	wastewater|sludge	WGS	Bielefeld	158.917	public	
4555635.3	Metagenomic analysis of four tropical hot spirngs situated in Odisha, India	AT-4	21806646	47409	terrestrial biome	hot spring	thermophilic sediment	miscellaneous	WGS	Atri, Dist.- Khorda, Odisha	459.968	public	
4555636.3	Metagenomic analysis of four tropical hot spirngs situated in Odisha, India	HT-1	11591400	25307	terrestrial biome	hot spring	thermophilic sediment	miscellaneous	WGS	Athamallik, Dist.- Angul, Odisha	458.031	public	
4555637.3	Metagenomic analysis of four tropical hot spirngs situated in Odisha, India	TB-3	22004736	48251	terrestrial biome	hot spring	thermophilic sediment	miscellaneous	WGS	Tarabalo , Dist.- Nayaghar, Odisha	456.047	public	
4555638.3	Metagenomic analysis of four tropical hot spirngs situated in Odisha, India	TP-2	13291658	29164	terrestrial biome	hot spring	thermophilic sediment	miscellaneous	WGS	Taptapani , Dist.- Ganjam , Odisha	455.756	public	
4555914.3	Beijing Hospital Air MetaGenome Part1	HX-Respiratory Intensive Care Unit	12941474612	128133412	terrestrial biome	air conditioning unit	air	air	WGS	Beijing Hospital	101.000	public	
4555915.3	Beijing Hospital Air MetaGenome Part1	ICU-Intensive Care Unit	17546603952	173728752	terrestrial biome	air conditioning unit	air	air	WGS	Beijing Hospital	101.000	public	
4556372.3	R2-050713-NoSpirulinaReads	R2-050713-min100max450bp-NoSpirulina-reads	311937415	1535896	terrestrial biome	microbial feature	anaerobic digester sludge	wastewater|sludge	WGS	Bielefeld	203.098	public	
4556373.3	Project-151	Petroleum Muck Metagenome 2	19569876	68446	terrestrial biome	oil tank	petroleum	built environment	WGS	Kandla	285.917	public	
4556387.3	marine sediment incubations	SBB anoxic sediment incubation	7618066	13652	marine benthic biome	marine benthic feature	marine sediment	sediment	WGS	Santa Barbara Basin	558.018	public	
4556388.3	marine sediment incubations	Ca. Thiopilula-containing biofilm incubation (mRNA)	7476916	15498	marine cold seep biome	cold seep	marine sediment	sediment	WGS	Marine seeps near Barbados	482.444	public	
4556389.3	marine sediment incubations	Barbados anoxic sediment incubation	10639809	23203	marine cold seep biome	cold seep	marine sediment	sediment	WGS	Marine seeps near Barbados	458.553	public	
4556390.3	marine sediment incubations	Barbados oxic sediment incubation	29736077	62716	marine cold seep biome	cold seep	marine sediment	sediment	WGS	Marine seeps near Barbados	474.139	public	
4556391.3	marine sediment incubations	Barbados pre-incubation sediment	9301110	19378	marine cold seep biome	cold seep	marine sediment	sediment	WGS	Marine seeps near Barbados	479.983	public	
4556392.3	marine sediment incubations	SBB oxic sediment incubation	1203530	3336	marine benthic biome	marine benthic feature	marine sediment	sediment	WGS	Santa Barbara Basin	360.770	public	
4557667.3	Soil metagenome sequencing	Mglinyi01	190880944	406306	coral reef	cliff	soil	soil	WGS	Linyi,Shandong	469.796	public	
4559243.3	Biomines	CI_AllReads_clip	471147560	645975	terrestrial biome	waste treatment plant	compost	plant-associated	WGS	Versailles	729.359	public	
4559244.3	Biomines	LCBLbis_AllReads_clip	359423342	567104	terrestrial biome	waste treatment plant	compost	plant-associated	WGS	Versailles	633.787	public	
4559273.3	EffectsofLongTermAntibiotics_ViromeProject	ELA100A_FinalReads	165565545	786942	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	210.391	public	
4559274.3	EffectsofLongTermAntibiotics_ViromeProject	ELA100B_FinalReads	222850029	1030895	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	216.171	public	
4559275.3	EffectsofLongTermAntibiotics_ViromeProject	ELA100C_FinalReads	188404899	878425	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	214.480	public	
4559276.3	EffectsofLongTermAntibiotics_ViromeProject	ELA1A_FinalReads	169354023	778033	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	217.669	public	
4559277.3	EffectsofLongTermAntibiotics_ViromeProject	ELA1B_FinalReads	101247970	484525	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	208.963	public	
4559278.3	EffectsofLongTermAntibiotics_ViromeProject	ELA1C_FinalReads	190739823	869569	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	219.350	public	
4559279.3	EffectsofLongTermAntibiotics_ViromeProject	ELA2C_FinalReads	105021583	498831	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	210.535	public	
4559280.3	EffectsofLongTermAntibiotics_ViromeProject	ELA33A_FinalReads	173077862	804021	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	215.265	public	
4559281.3	EffectsofLongTermAntibiotics_ViromeProject	ELA33B_FinalReads	173985553	772493	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	225.226	public	
4559282.3	EffectsofLongTermAntibiotics_ViromeProject	ELA33C_FinalReads	155482716	714861	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	217.501	public	
4559283.3	EffectsofLongTermAntibiotics_ViromeProject	ELA3A_FinalReads	138356400	646903	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	213.875	public	
4559284.3	EffectsofLongTermAntibiotics_ViromeProject	ELA3B_FinalReads	143612676	668496	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	214.830	public	
4559285.3	EffectsofLongTermAntibiotics_ViromeProject	ELA3C_FinalReads	180685228	841975	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	214.597	public	
4559286.3	EffectsofLongTermAntibiotics_ViromeProject	ELA4A_FinalReads	209571364	940188	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	222.904	public	
4559287.3	EffectsofLongTermAntibiotics_ViromeProject	ELA4B_FinalReads	250620273	1152615	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	217.436	public	
4559288.3	EffectsofLongTermAntibiotics_ViromeProject	ELA4C_FinalReads	178712673	823709	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	216.961	public	
4559289.3	EffectsofLongTermAntibiotics_ViromeProject	ELA7A_FinalReads	131956577	638728	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	206.593	public	
4559290.3	EffectsofLongTermAntibiotics_ViromeProject	ELA7B_FinalReads	111533088	526780	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	211.726	public	
4559291.3	EffectsofLongTermAntibiotics_ViromeProject	ELA7C_FinalReads	119971474	560889	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	213.895	public	
4559292.3	EffectsofLongTermAntibiotics_ViromeProject	ELA8A_FinalReads	130332596	614979	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	211.930	public	
4559293.3	EffectsofLongTermAntibiotics_ViromeProject	ELA8B_FinalReads	114350542	532194	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	214.866	public	
4559294.3	EffectsofLongTermAntibiotics_ViromeProject	ELA8C_FinalReads	161140239	750625	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	214.675	public	
4559295.3	EffectsofLongTermAntibiotics_ViromeProject	ELA9A_FinalReads	156247989	766912	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	203.737	public	
4559296.3	EffectsofLongTermAntibiotics_ViromeProject	ELA9B_FinalReads	133746817	598253	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	223.562	public	
4559297.3	EffectsofLongTermAntibiotics_ViromeProject	ELA9C_FinalReads	164850199	788190	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	209.150	public	
4559444.3	Gaspop	DNA_virome_Master assembly_Virus-assigned contigs	36656737	27892	terrestrial biome	wastewater treatment plant	anthropogenic environmental material	wastewater|sludge	WGS	belvaux	1314.238	public	
4559599.3	Lake Erie Assembled metatranscriptomes	1163_1	5971176	10477	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	569.932	public	
4559600.3	Lake Erie Assembled metatranscriptomes	1163_2	7122248	12469	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	571.196	public	
4559601.3	Lake Erie Assembled metatranscriptomes	1163_3	7092689	12137	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	584.386	public	
4559602.3	Lake Erie Assembled metatranscriptomes	882_1	3853761	10448	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	368.852	public	
4559603.3	Lake Erie Assembled metatranscriptomes	882_2	4354459	10985	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	396.400	public	
4559604.3	Lake Erie Assembled metatranscriptomes	882_3	3549684	9239	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	384.207	public	
4559605.3	Lake Erie Assembled metatranscriptomes	973_1	4618873	6681	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	691.345	public	
4559606.3	Lake Erie Assembled metatranscriptomes	973_2	5649797	7590	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	744.374	public	
4559607.3	Lake Erie Assembled metatranscriptomes	973_3	5310428	7222	Large lake biome	freshwater algal bloom	water	water	WGS	Lake Erie	735.313	public	
4559623.3	Anaerobic granules	Anaerobic_granules_upflow_reactor.fastq	151590031	141290	aquatic biome	biofilm	waste water	wastewater|sludge	WGS	Delft	1072.900	public	
4559933.3	Hydrocarbon Metagenomics Project	2012TP5.illumina454.contigs.200	619567572	1086860	freshwater biome	mine tailing	waste water	wastewater|sludge	WGS	Ft. McMurray, Alberta	570.053	public	
4559934.3	Hydrocarbon Metagenomics Project	ENCANA_PIPELINE.454Illumina.contig.200	290088400	480319	freshwater biome	mine tailing	waste water	wastewater|sludge	WGS	Ft. McMurray, Alberta	603.949	public	
4559935.3	Hydrocarbon Metagenomics Project	MHGC10PW.illumina.contig.200bp	274510581	441127	terrestrial biome	oil reservoir	oil field production water	miscellaneous	WGS	Medicine Hat Glauconitic  field	622.294	public	
4559936.3	Hydrocarbon Metagenomics Project	PAS_821.illumina454	273327396	445052	freshwater biome	biofilm	brackish water	miscellaneous	WGS	Fort McMurray, Alberta	614.147	public	
4560101.3	The Weaning Piglet Metagenome	s1d14p1	2062697297	13660247	freshwater algal bloom	first-order administrative region	biological product	human-gut	WGS	davis,ca	151.000	public	
4560102.3	The Weaning Piglet Metagenome	s1d35p1	2522827970	16707470	freshwater algal bloom	first-order administrative region	biological product	human-gut	WGS	davis,ca	151.000	public	
4560103.3	The Weaning Piglet Metagenome	s2d14p1	2094611902	13871602	freshwater algal bloom	first-order administrative region	biological product	human-gut	WGS	davis,ca	151.000	public	
4560104.3	The Weaning Piglet Metagenome	s2d35p1	1822499332	12069532	freshwater algal bloom	first-order administrative region	biological product	human-gut	WGS	davis,ca	151.000	public	
4560105.3	The Weaning Piglet Metagenome	s3d14p1	1918308228	12704028	freshwater algal bloom	first-order administrative region	biological product	human-gut	WGS	davis,ca	151.000	public	
4560106.3	The Weaning Piglet Metagenome	s3d35p1	1326875354	8787254	freshwater algal bloom	first-order administrative region	biological product	human-gut	WGS	davis,ca	151.000	public	
4560421.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H10.contigs	152527813	313018	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	487.281	public	
4560422.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H11.contigs	45134767	128609	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	350.946	public	
4560423.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H12.contigs	22734940	73479	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	309.407	public	
4560424.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H14.contigs	169639631	341337	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	496.986	public	
4560425.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H17.contigs	165083800	362562	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	455.326	public	
4560426.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H19.contigs	23116976	52906	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	436.944	public	
4560427.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H21.contigs	17681173	23486	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	752.839	public	
4560428.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H22.contigs	24374904	72163	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	337.776	public	
4560429.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H23.contigs	50438427	128791	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	391.630	public	
4560430.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H24.contigs	164922131	343198	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	480.545	public	
4560431.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H27.contigs	28042343	77940	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	359.794	public	
4560433.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H5.contigs	10571418	23482	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	450.192	public	
4560434.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H7.contigs	14864194	31507	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	471.774	public	
4560435.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H8.contigs	13372328	37020	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	361.219	public	
4560436.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	H9.contigs	52114676	138500	terrestrial biome	organic feature	feces	human-gut	WGS	Lake Eyasi, Tanzania	376.279	public	
4560437.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT1.contigs	9514701	30991	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	307.015	public	
4560438.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT11.contigs	12065978	19187	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	628.862	public	
4560439.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT13.contigs	9789284	26750	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	365.955	public	
4560440.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT14.contigs	2825784	11027	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	256.260	public	
4560441.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT2.contigs	54447116	141335	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	385.234	public	
4560442.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT3.contigs	15473949	7441	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	2079.552	public	
4560443.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT4.contigs	7077993	22231	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	318.384	public	
4560444.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT6.contigs	113866858	184131	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	618.401	public	
4560445.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT7.contigs	8053933	29041	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	277.330	public	
4560446.3	Metagenome Sequencing of the Hadza Hunter-Gatherer Gut Microbiota	IT8.contigs	3923767	3084	terrestrial biome	organic feature	feces	human-gut	WGS	Bologna	1272.298	public	
4560530.3	Soil metagenome sequencing	lhslinyi01	5280726	510	coral reef	lake	soil	soil	WGS	Linyi,Shandong	10354.365	public	
4561562.3	DSDDP project	GY_complete	862977484	4615503	marine salt marsh biome	landlocked sea	saline lake sediment	sediment	WGS	Dead Sea	186.974	public	
4561566.3	DSDDP project	AD_complete	360707818	1738056	marine salt marsh biome	landlocked sea	saline lake sediment	sediment	WGS	Dead Sea	207.535	public	
4561901.3	Activated_sludge	3-2sludge	72904922	60529	freshwater biome	wastewater treatment plant	sludge	wastewater|sludge	WGS	Beijing	1204.463	public	
4561902.3	Activated_sludge	5-2sludge	43827397	40131	freshwater biome	wastewater treatment plant	sludge	wastewater|sludge	WGS	Beijing	1092.108	public	
4561903.3	Activated_sludge	9-2sludge	74717132	65010	freshwater biome	wastewater treatment plant	sludge	wastewater|sludge	WGS	Beijing	1149.318	public	
4562213.3	Human-gut	human_gut_patient1	45617852	189549	Tundra biome	harbor	soil	human-gut	WGS	Minnesota	240.665	public	
4562214.3	Human-gut	human_gut_patient19	73749594	359044	Tundra biome	harbor	soil	human-gut	WGS	Minnesota	205.405	public	
4562215.3	Human-gut	human_gut_patient5	76021714	345362	Tundra biome	harbor	soil	human-gut	WGS	Minnesota	220.122	public	
4562216.3	Human-gut	human_gut_patient50	85842839	391833	Tundra biome	harbor	soil	human-gut	WGS	Minnesota	219.080	public	
4562385.3	D.I. Tarballs 0610	D.I.Tarball 0610	30079534981	269568253	aquatic biome	mesoscopic physical object	organic material	miscellaneous	WGS	Dauphin Island, AL	111.584	public	
4562962.3	Abrolhos_Viromes	ECtrl_Bur_Rasa	565986037	2927179	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	193.355	public	
4562963.3	Abrolhos_Viromes	EFarol2011	1111783405	5309048	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	209.413	public	
4562964.3	Abrolhos_Viromes	ESG2011	223498572	1077500	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	207.423	public	
4562965.3	Abrolhos_Viromes	ESt_Barb2011a	68006354	323883	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	209.972	public	
4562966.3	Abrolhos_Viromes	ETimbebas2012	149255589	933142	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	159.949	public	
4563473.3	EffectsofLongTermAntibiotics_ViromeProject	ELA2B_FinalReads	103090598	481023	terrestrial biome	human-associated habitat	feces	human-gut	WGS	California	214.315	public	
4563526.3	FishFarmMG	FishFarm2006	2452948777	6947518	aquatic biome	sea	sediment	sediment	WGS	Turku Archipelago	353.068	public	
4563582.3	Abrolhos_Viromes	EBur_Rasa2012	324123509	1943193	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	166.799	public	
4563583.3	Abrolhos_Viromes	EPAB2011	657983006	3353950	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	196.182	public	
4563584.3	Abrolhos_Viromes	EPAB2012	182837271	870827	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	209.958	public	
4563585.3	Abrolhos_Viromes	EPNorte	143165864	718966	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	199.127	public	
4563586.3	Abrolhos_Viromes	ESG2012b	67969717	317408	marine coral reef biome	neritic zone	coastal water	water	WGS	Abrolhos	214.140	public	
4563763.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_1_D-1_KK9_R1_	3793847547	37562847	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563764.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_1_D-1_KK9_R2_	3756284700	37562847	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	100.000	public	
4563765.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_1_D3_KK1_R1_	4036179978	39962178	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563766.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_1_D3_KK1_R2_	4036179978	39962178	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563767.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_2_D-1_KK11_R1_	4272936098	42306298	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563768.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_2_D-1_KK11_R2_	4230629800	42306298	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	100.000	public	
4563769.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_2_D3_KK3_R1_	2903495682	28747482	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563770.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_2_D3_KK3_R2_	2903495682	28747482	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563771.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_3_D-1_KK7_R1_	3555546228	35203428	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563772.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_3_D-1_KK7_R2_	3120342800	31203428	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	100.000	public	
4563773.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_3_D3_KK5_R1_	3922021698	38831898	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563774.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Ceftiofur_3_D3_KK5_R2_	3883189800	38831898	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	100.000	public	
4563775.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Control_1_D-1_KK10_R1_	3882988026	38445426	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563776.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Control_1_D-1_KK10_R2_	3844542600	38445426	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	100.000	public	
4563777.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Control_1_D3_KK2_R1_	1937573799	19183899	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563778.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Control_1_D3_KK2_R2_	1937573799	19183899	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
4563779.3	12LRC1: Effect of antibiotic treatment on the fecal microbiome of a dairy cow	Cowmanure_Control_2_D-1_KK12_R1_	3903381037	38647337	terrestrial biome	cow shed	animal manure	miscellaneous	WGS	Virginia Tech Dairy Farm, Blacksburg, VA	101.000	public	
